Order,Position_x,Position_y,Position_z,Owner_ID,Distance_to_Camera,Bottom_Left_x,Bottom_Left_y,Bottom_Left_z,Top_Left_x,Top_Left_y,Top_Left_z,Top_Right_x,Top_Right_y,Top_Right_z,Bottom_Right_x,Bottom_Right_y,Bottom_Right_z,Frustum_Apex_x,Frustum_Apex_y,Frustum_Apex_z,Is_Visible,Out_Of_Frame,BehindAMesh,Predicted_Is_Visible,Predicted_BehindAMesh,Predicted_Out_Of_Frame
100,-1.785,-0.4882324,1.077205,-4724,3.236967,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
101,-2.065159,-0.4123633,1.178,-4724,3.064287,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
102,-1.980605,-0.4585547,1.178,-4724,3.140604,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
103,-1.885795,-0.4882324,1.178,-4724,3.21959,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
104,-1.785,-0.4123633,1.458159,-4724,3.438025,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
105,-1.785,-0.4585547,1.373605,-4724,3.400018,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
106,-1.785,-0.4882324,1.278795,-4724,3.352623,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
107,-1.504841,-0.4123633,1.178,-4724,3.483079,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
108,-1.589394,-0.4585547,1.178,-4724,3.431885,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
109,-1.684205,-0.4882324,1.178,-4724,3.369313,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
110,-1.50385,0.4128613,1.178,-4724,3.327137,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
111,-1.588724,0.4591016,1.178,-4724,3.254914,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
112,-1.683864,0.4888574,1.178,-4724,3.176523,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
113,-1.785,0.4128613,1.45915,-4724,3.279774,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
114,-1.785,0.4591016,1.374276,-4724,3.221181,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
115,-1.785,0.4888574,1.279136,-4724,3.158754,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
116,-2.06615,0.4128613,1.178,-4724,2.884121,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
117,-1.981276,0.4591016,1.178,-4724,2.945075,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
118,-1.886136,0.4888574,1.178,-4724,3.016696,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
119,-1.785,0.4128613,0.8968501,-4724,2.937871,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
120,-1.785,0.4591016,0.9817243,-4724,2.981933,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
121,-1.785,0.4888574,1.076864,-4724,3.035296,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
122,-1.372637,-0.2801587,1.178,-4724,3.550737,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,0,0
123,-1.326445,-0.1956055,1.178,-4724,3.567123,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,1,0
124,-1.296768,-0.1007953,1.178,-4724,3.570282,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
125,-1.369265,2.270099e-11,1.455786,-4724,3.64875,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,1,0
126,-1.323061,3.492459e-11,1.369341,-4724,3.634924,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,1,0
127,-1.294609,7.275958e-12,1.275545,-4724,3.605176,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,1,0
128,-1.371252,0.2802221,1.178,-4724,3.44827,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
129,-1.325156,0.195459,1.178,-4724,3.496538,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
130,-1.295342,0.1002966,1.178,-4724,3.534824,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
131,-1.371252,-0.0008836472,0.8968501,-4724,3.345432,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
132,-1.325156,-0.0008836464,0.9817243,-4724,3.426094,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
133,-1.295342,-0.0008836508,1.076864,-4724,3.499103,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
134,-1.785,-0.2801587,1.590363,-4724,3.485507,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
135,-1.785,-0.1956055,1.636555,-4724,3.494851,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,0,0
136,-1.785,-0.1007953,1.666232,-4724,3.493351,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
137,-2.062786,3.143213e-11,1.593735,-4724,3.231266,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
138,-1.976341,-8.076313e-12,1.639938,-4724,3.322466,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
139,-1.882545,3.588866e-11,1.668391,-4724,3.406662,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
140,-1.785,0.2802221,1.591748,-4724,3.380837,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
141,-1.785,0.195459,1.637844,-4724,3.422566,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
142,-1.785,0.1002972,1.667658,-4724,3.456874,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
143,-1.507214,-3.143213e-11,1.593735,-4724,3.627649,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,1,0
144,-1.593658,8.076313e-12,1.639938,-4724,3.593256,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,1,0
145,-1.687455,-3.605237e-11,1.668391,-4724,3.544016,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,1,0
146,-2.197363,-0.2801587,1.178,-4724,2.927768,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
147,-2.243555,-0.1956055,1.178,-4724,2.869908,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
148,-2.273232,-0.1007947,1.178,-4724,2.822845,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
149,-2.198748,-0.0008836098,0.8968501,-4724,2.672539,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
150,-2.244844,-0.0008836057,0.9817243,-4724,2.690262,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
151,-2.274658,-0.000883606,1.076864,-4724,2.729708,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
152,-2.198748,0.2802221,1.178,-4724,2.800199,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
153,-2.244844,0.195459,1.178,-4724,2.779418,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
154,-2.274658,0.1002972,1.178,-4724,2.77535,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
155,-2.200735,-2.313754e-11,1.455786,-4724,3.040473,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
156,-2.246938,-3.492459e-11,1.369341,-4724,2.948145,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
157,-2.275391,-7.275958e-12,1.275545,-4724,2.863166,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
158,-1.785,-0.2801587,0.7656367,-4724,3.005128,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
159,-1.785,-0.1956055,0.7194453,-4724,2.957492,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
160,-1.785,-0.1007953,0.6897676,-4724,2.917512,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
161,-1.50385,-0.0008836342,0.7642524,-4724,3.16887,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
162,-1.588724,-0.0008836379,0.7181562,-4724,3.074389,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
163,-1.683864,-0.0008836288,0.6883417,-4724,2.978856,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
164,-1.785,0.2802221,0.7642524,-4724,2.881254,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
165,-1.785,0.195459,0.7181562,-4724,2.870015,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
166,-1.785,0.1002972,0.6883417,-4724,2.871858,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
167,-2.06615,-0.0008836147,0.7642524,-4724,2.700009,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
168,-1.981276,-0.0008836184,0.7181562,-4724,2.744243,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
169,-1.886136,-0.0008836251,0.6883417,-4724,2.8078,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
170,-1.536497,-0.3535864,0.9294965,-4724,3.310797,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
171,-1.610122,-0.3852368,0.9142915,-4724,3.253391,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
172,-1.694788,-0.4055811,0.9025044,-4724,3.18622,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
173,-1.521291,-0.3852368,1.003122,-4724,3.369732,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
174,-1.601057,-0.4252783,0.9940571,-4724,3.313954,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
175,-1.690493,-0.4502636,0.9860005,-4724,3.247537,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
176,-1.509504,-0.4055811,1.087788,-4724,3.429167,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
177,-1.593,-0.4502636,1.083493,-4724,3.375229,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
178,-1.686248,-0.4785693,1.079247,-4724,3.31005,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
179,-2.033503,-0.3535864,0.9294965,-4724,2.920482,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
180,-2.048708,-0.3852368,1.003122,-4724,2.962112,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
181,-2.060496,-0.4055811,1.087788,-4724,3.010455,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
182,-1.959878,-0.3852368,0.9142915,-4724,2.978755,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
183,-1.968943,-0.4252783,0.9940571,-4724,3.03018,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
184,-1.977,-0.4502636,1.083493,-4724,3.084318,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
185,-1.875212,-0.4055811,0.9025044,-4724,3.044514,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
186,-1.879507,-0.4502636,0.9860005,-4724,3.101859,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
187,-1.883752,-0.4785693,1.079247,-4724,3.160682,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
188,-2.033503,-0.3535864,1.426503,-4724,3.226174,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
189,-1.959878,-0.3852368,1.441708,-4724,3.296503,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
190,-1.875212,-0.4055811,1.453496,-4724,3.369294,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
191,-2.048708,-0.3852368,1.352878,-4724,3.177483,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
192,-1.968943,-0.4252783,1.361943,-4724,3.251588,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
193,-1.879507,-0.4502636,1.37,-4724,3.327653,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
194,-2.060496,-0.4055811,1.268212,-4724,3.121691,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
195,-1.977,-0.4502636,1.272507,-4724,3.198063,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
196,-1.883752,-0.4785693,1.276752,-4724,3.276675,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,1,0,0,1,0,0
197,-1.536497,-0.3535864,1.426503,-4724,3.583346,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,0,1,0
198,-1.521291,-0.3852368,1.352878,-4724,3.560531,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
199,-1.509504,-0.4055811,1.268212,-4724,3.527223,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
200,-1.610122,-0.3852368,1.441708,-4724,3.546619,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
201,-1.601057,-0.4252783,1.361943,-4724,3.517545,-4.144135,0.4289798,-0.259463,-4.094921,0.7711247,-0.2367754,-3.781317,0.7711247,-0.9170376,-3.830531,0.4289797,-0.9397254,-4.231815,0.6469836,-0.7123012,0,0,1,1,0,0
